seccion,titulo,resumen,fuente,enlace,fecha
geopolitica,Unión Europea lanza fondo de defensa de EUR 500.000M: primera deuda común desde la pandemia,"Consejo Europeo aprueba por unanimidad el ""Escudo Europa"". Recursos financiarán industria de defensa continental y reducción de dependencia de armamento estadounidense.",The Economist,https://www.economist.com,2026-09-04
geopolitica,India supera a China como mayor destino de IED en Asia emergente en el primer trimestre 2026,"FDI en India alcanza USD 28.000M en Q1 2026. Apple, Samsung y ASML anuncian megainversiones en semiconductores y manufactura. Relocalización productiva global favorece al subcontinente.",Bloomberg,https://www.bloomberg.com/politics,2026-09-04
geopolitica,Corea del Norte prueba misil hipersónico de alcance regional; Corea del Sur declara alerta máxima,"Misil alcanza mach 8 y maniobra en fase terminal, dificultando intercepción. EE.UU., Japón y Corea del Sur refuerzan escudo antimisiles y anuncian sanciones adicionales.",Reuters,https://www.reuters.com/world,2026-09-04
geopolitica,OTAN activa Fuerza de Respuesta Rápida en el flanco este: 8 países refuerzan presencia en Polonia y Bálticos,Alianza despliega 12.000 efectivos adicionales ante movimientos de tropas rusas en Bielorrusia. Ministros de Defensa convocan reunión de emergencia en Bruselas para el 4 de junio.,Financial Times,https://www.ft.com/world,2026-09-04
economia_global,S&P 500 roza los 6.300 puntos: resultados del Q1 superan estimaciones en 73% de empresas del índice,"Tecnología, energía y salud lideran alza. Nvidia reporta utilidades récord con margen del 55%. Analistas elevan objetivo promedio para el índice a 6.600 a fin de año.",CNBC,https://www.cnbc.com/markets,2026-09-04
economia_global,Japón sale de deflación: IPC en 2.6% refuerza normalización del Banco de Japón y fortalece el yen,"Banco de Japón sube tasa de referencia a 1.0%, mayor nivel en 17 años. Carry trade masivo se desarma: yen aprecia 6% en el mes frente al dólar.",Financial Times,https://www.ft.com/economics,2026-09-04
economia_global,Oro alcanza USD 3.520/oz: máximo histórico impulsado por compras de bancos centrales y fuga hacia activos refugio,Banco Central de China aumentó reservas de oro por 18° mes consecutivo. Flujos hacia ETFs de oro alcanzan USD 14.000M en mayo. Analistas de Goldman elevan objetivo a USD 3.900.,Bloomberg,https://www.bloomberg.com/markets,2026-09-04
economia_global,FMI alerta: deuda global supera USD 315 billones y riesgo de refinanciamiento en economías emergentes escala,Informe de estabilidad financiera advierte que 28 países tienen vencimientos críticos entre 2026 y 2028. Llama a reforzar marcos de reestructuración soberana.,Financial Times,https://www.ft.com/economics,2026-09-04
economia_chile,Ministerio de Hacienda coloca bonos en UF a 20 años a tasa de 1.85%: la más baja en cuatro años,"Demanda de USD 4.200M por una oferta de USD 2.000M evidencia apetito por deuda chilena. Chile mantiene clasificación A+ en S&P y A1 en Moody's, las más altas de la región.",Diario Financiero,https://www.df.cl,2026-09-04
economia_chile,Hidrógeno verde: Chile firma contratos por USD 3.100M con compradores de Europa y Asia para 2028,Ministerio de Energía anuncia primeros contratos de largo plazo de amoniaco verde. Plantas en Magallanes y Atacama iniciarán operación en 2028. Chile consolida liderazgo regional en H2V.,EMOL,https://www.emol.com,2026-09-04
economia_chile,"IPSA alcanza 7.510 puntos: nuevo récord histórico impulsado por SQM, Codelco-bonos y sector financiero","Bolsa de Santiago acumula +18% en el año. Flujos extranjeros ingresan USD 1.450M en mayo. MSCI eleva a Chile de ""underweight"" a ""neutral"" en su reasignación de mercados emergentes.",La Tercera,https://www.latercera.com,2026-09-04
economia_chile,CMF aprueba reforma al sistema de garantías hipotecarias: facilita primer crédito para clase media,Nueva norma permite garantías del Estado para créditos de hasta UF 5.000 con pie mínimo del 5%. Banca estima que 80.000 familias podrían acceder al crédito hipotecario con la medida.,La Tercera,https://www.latercera.com/politica,2026-09-04
tendencias_tech,Microsoft Azure anuncia nodo regional en Chile para 2027: USD 1.200M en infraestructura cloud local,"Centro de datos en Pudahuel procesará datos de gobierno, banca y salud con soberanía nacional. Elimina la necesidad de enviar datos sensibles a Brasil. CORFO co-financia con USD 180M.",TechCrunch,https://techcrunch.com,2026-09-04
tendencias_tech,Ciberseguridad: grupo APT41 compromete sistemas de 6 bancos latinoamericanos en operación coordinada,"Ataque de cadena de suministro a través de proveedor de software bancario afecta a instituciones en Chile, Perú, Colombia, Brasil, México y Argentina. CISA emite alerta de nivel crítico.",MIT Technology Review,https://www.technologyreview.com,2026-09-04
tendencias_tech,Computación cuántica: Google Willow-2 ejecuta en 4 minutos un cálculo que tardaría 10.000 años en supercomputadoras,"Nuevo procesador de 1.200 qubits supera barrera de corrección de errores cuánticos. Aplicaciones en criptografía, optimización logística y descubrimiento de fármacos se acercan.",MIT Technology Review,https://www.technologyreview.com,2026-09-04
tendencias_tech,AMD EPYC Turin en centros de datos: procesador de 192 núcleos reduce costos de inferencia IA en 45%,Alternativa a Intel Xeon gana mercado enterprise. Google Cloud y AWS anuncian instancias basadas en EPYC Turin. AMD supera a Intel en cuota de mercado de servidor por primera vez.,MIT Technology Review,https://www.technologyreview.com,2026-09-04
cooperativismo,CMF autoriza a cooperativas de ahorro a emitir bonos en el mercado de capitales chileno,Nueva circular abre financiamiento de largo plazo para el sector. Cooperativa Oriencoop y Los Héroes ya evalúan emisiones por UF 500.000 y UF 380.000 respectivamente.,Diario Financiero,https://www.df.cl,2026-09-04
cooperativismo,Cooperativa Coopeuch reporta utilidades de CLP 28.000M en el primer trimestre 2026: récord histórico,La cooperativa más grande de Chile aumenta socios activos a 1.4 millones y lanza cartera de crédito hipotecario con tasa de 3.8% para socios premium. Morosidad se mantiene en 1.2%.,Cooperativas.cl,https://www.cooperativas.cl,2026-09-04
cooperativismo,Asamblea del Consejo Mundial Cooperativo (ICA) definirá estándares ESG para cooperativas globales en junio,"Reunión en Ginebra establecerá métricas de impacto social, huella de carbono y gobierno democrático para el reporte cooperativo. Chile participa con representación de cinco entidades.",ACI Américas,https://www.aciamericas.coop,2026-09-04
cooperativismo,ACI Américas: cooperativas latinoamericanas suman 92 millones de socios activos en 2026,"Chile, Colombia y Brasil concentran el 64% del activo cooperativo regional. Digitalización y productos hipotecarios son los principales motores de crecimiento en captación.",ACI Américas,https://www.aciamericas.coop,2026-09-04
cmf,CMF y BCCh emiten circular conjunta sobre exposición de bancos a criptoactivos: límite del 2% del capital,Normativa establece que ninguna institución financiera puede superar el 2% de activos ponderados en cripto. Activos elegibles solo Bitcoin y Ether con custodios regulados en Chile.,CMF Chile,https://www.cmfchile.cl,2026-09-04
cmf,CMF exige a compañías de seguros actualizar modelos de reservas ante cambio climático y longevidad creciente,Nueva circular obliga a incorporar escenarios de temperatura global +1.5°C y tablas de mortalidad actualizadas. Impacto estimado en reservas adicionales de UF 8.5 millones para el sector.,CMF Chile,https://www.cmfchile.cl,2026-09-04
cmf,CMF publica propuesta de normativa para open banking: bancos y cooperativas deberán compartir datos en 2027,Consulta pública abierta hasta el 30 de junio. El marco obligará a ofrecer APIs de cuentas y transacciones a terceros habilitados. Fintech sector celebra; banca pide más tiempo de adecuación.,CMF Chile,https://www.cmfchile.cl,2026-09-04
cmf,"CMF reporta: sistema bancario chileno con capitalización del 14.2%, el nivel más sólido desde la reforma de 2019","Informe de estabilidad financiera del primer semestre 2026 confirma robustez del sector. Ratio de cobertura de liquidez en 148%, muy por encima del mínimo regulatorio del 100%.",CMF Chile,https://www.cmfchile.cl,2026-09-04
noticias_economicas_actuales,Banco Central eleva proyección de PIB 2026 al rango 3.8%-4.2% en el IPoM de junio,"Revisión al alza de 0.6 pp respecto al IPoM de marzo. BCCh cita mayor dinamismo de la inversión pública y privada, consumo resiliente y favorables términos de intercambio.",Banco Central de Chile,https://www.bcentral.cl,2026-09-04
noticias_economicas_actuales,INE: tasa de desocupación cae a 8.6% en trimestre febrero-abril 2026; empleo formal bate récord,"Encuesta Nacional de Empleo revela baja de 0.3 pp respecto al trimestre anterior. 6.1 millones de cotizantes activos. Sectores minería, construcción y tecnología lideran generación de empleo.",INE,https://www.ine.gob.cl/estadisticas-por-tema/mercado-laboral/ocupacion-y-desocupacion,2026-09-04
noticias_economicas_actuales,ICARE: confianza empresarial en 58.4 puntos en mayo — máximo desde el primer trimestre de 2022,"Encuesta refleja optimismo por datos macro, menor incertidumbre regulatoria y expectativa de recorte de TPM en agosto. Inversión privada en manufactura y servicios se reactiva.",ICARE,https://www.icare.cl,2026-09-04
noticias_economicas_actuales,Encuesta BCCh: consenso proyecta dólar en $895 y TPM en 4.0% al cierre de 2026,Analistas reducen proyección de tipo de cambio ante fortaleza del cobre. Dos recortes adicionales de 25 pb en TPM son el escenario base para el segundo semestre.,Banco Central de Chile,https://www.bcentral.cl,2026-09-04
